company_id,Company name,Company address,company_name_slug,company_no,reviews_count,average_company_rating,company_review_summary_url,company_review_url,foreign_company_id,map_address,map_latitude,map_longitude,industry,website_url,Secondary Address,Company Tel,Company Email,Contact Person,Position,FET,FCA,FOB,FCM,FOE,FOM,FIST,FCI,tertiary address
,E3 INFORMATION SDN BHD,"17-02, BLOCK C,AUSTIN V SQUARE, JALAN AUSTIN PERDANA 2, TAMAN AUSTIN PERDANA, 81100 JOHOR BAHRU,JOHOR",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
447852,Ecava Sdn Bhd,97-2 Jalan BK 5/2a 47180 Puchong SELANGOR,ecava-447852,686748-P,3,5,/companies/447852/company-reviews/summary,/companies/447852/company-reviews,27364,97-2 Jalan BK 5/2a 47180 Puchong SELANGOR,,,Computer/Information Technology (Software),https://www.integraxor.com/,,,,,,0,0,0,0,0,0,0,1,
1287770,eCloud Sdn Bhd,"Pinnacle Petaling Jaya Lorong Utara C A-22-11 Tower A, 46200 Petaling Jaya, Selangor",ecloud-1287770,1058400-T,2,4.5,/companies/1287770/company-reviews/summary,/companies/1287770/company-reviews,160617,"Pinnacle Petaling Jaya Lorong Utara C A-22-11 Tower A, 46200 Petaling Jaya, Selangor",,,Computer/Information Technology (Software),http://www.ecloudasia.com,,,,,,0,0,0,0,0,0,0,1,
,ECOMMERCE NINJA SDN BHD,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
448455,ECOVIS MALAYSIA PLT,"No. 9-3, Jalan 109F, Plaza Danau 2, Taman Danau Desa, 58100 Kuala Lumpur, Malaysia",ecovis-malaysia-plt-448455,AF001825,25,3.96,/companies/448455/company-reviews/summary,/companies/448455/company-reviews,29227,"No. 9-3, Jalan 109F, Plaza Danau 2, Taman Danau Desa, 58100 Kuala Lumpur, Malaysia",,,Accounting/Audit/Tax Services,http://ecovis.com.my/,,03-79811799,,,,0,0,1,0,0,1,0,0,
446181,EHUB IT SOLUTIONS SDN BHD,Oval Tower Damansara Jalan Damansara Kuala Lumpur Malaysia,ehub-it-solutions-446181,734600-K,0,0,/companies/446181/company-reviews/summary,/companies/446181/company-reviews,21872,Oval Tower Damansara Jalan Damansara Kuala Lumpur Malaysia,3.132035,101.631153,Computer/Information Technology (Software),,,,,,,0,0,0,0,0,0,0,1,
,El Fath Company for Food Industries,,,,,,,,,,,,,,,,yasser.samir@elarosatea.com,Eng. Yasser Samir, Manager Of Engineers,1,0,0,0,0,0,0,0,"In Front Of Hashim Bus - International Automotive Manufactur Plot 7,8, Block 13018, 1st Industrial Zone, Cross Street 30 and 20, Abou Ghaly Company Street, Cairo/Ismailia Road Obour, Qalyubia Egypt"
459702,ELEMAC PRECISION ENGINEERING SDN. BHD.,"Lot 1653, Kawasan Perindustrian Krubong, 75250 Melaka",elemac-precision-engineering-459702,352394-A,17,3.4706,/companies/459702/company-reviews/summary,/companies/459702/company-reviews,67402,"Lot 1653, Kawasan Perindustrian Krubong, 75250 Melaka",2.287487,102.241917,Manufacturing/Production,,,,,,,1,0,0,0,0,0,0,0,
455780,ELLO TECHNOLOGY SDN BHD,Kuala Lumpur,ello-technology-162926768037418,2.02E+11,0,0,/companies/162926768037418/company-reviews/summary,/companies/162926768037418/company-reviews,215405,Kuala Lumpur,,,Computer/Information Technology (Software),https://www.ello.sg,,,,,,0,0,0,1,0,0,0,0,
455927,embun art gallery,,embun-art-gallery-167481850845770,,0,0,/companies/167481850845770/company-reviews/summary,/companies/167481850845770/company-reviews,315828,,,,Others,,,,,,,0,0,0,1,0,0,0,0,
,EMPLOYEES PROVIDENT FUND (KWSP),"Digital Security Department (DSD) Tingkat 2, Menara KWSP No. 1, Persiaran Kwasa Utama Kwasa Damansara, Seksyen U4 40150 Shah Alam, Selangor",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
469414,ENCORE MED SDN BHD,SOHO Suites @ KLCC Jalan Perak Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia,encore-med-469414,1198745-V,1,5,/companies/469414/company-reviews/summary,/companies/469414/company-reviews,90924,SOHO Suites @ KLCC Jalan Perak Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia,3.153363,101.710114,Computer/Information Technology (Software),,"3A-7, Menara MBMR,No.1, Jalan Syed Putra,58000 Kuala Lumpur",,,,,0,0,0,0,0,0,1,0,
638733,EntreGreen,"09-01,jalan rose merah 2/12,taman johor jaya 81100 johor bahru.",entregreen-638733,JM0373007-P,11,1.9091,/companies/638733/company-reviews/summary,/companies/638733/company-reviews,59918,"09-01,jalan rose merah 2/12,taman johor jaya 81100 johor bahru.",1.468269,103.742252,Computer/Information Technology (Software),https://entregreen.newpages.com.my/,,,,,,0,0,0,0,0,0,0,1,
,EPIC TAX SERVICES PLT,"62A, Jalan Jasa Merdeka 2, Taman Datuk Tamby Chik Karim, Batu Berendam, 75370 Melaka, Malaysia.",,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,
,EPP BUSINESS TRAINING & MANAGEMENT SERVICES,"1-5B, Jalan Maju 1, Taman Maju, 83000 Batu Pahat, Johor.",,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,
613287,Ernst & Young,"B-15, Medini 9, Persiaran Medini Sentral 1, Bandar Medini Iskandar, 79250 Iskandar Puteri, Johor.",ernst-n-young-613287,AF0039,66,4.2273,/companies/613287/company-reviews/summary,/companies/613287/company-reviews,11260,"B-15, Medini 9, Persiaran Medini Sentral 1, Bandar Medini Iskandar, 79250 Iskandar Puteri, Johor.",,,Consulting (Business & Management),https://www.ey.com/en_us,"Level 23A, Menara Millenium, Jalan Damanlela, Pusat Bandar Damansara, 50490 Kuala Lumpur, Malaysia.",03-74958000,,,,0,0,1,0,0,1,0,0,"Level 23A, Menara Milenium, Jalan Damanlela, Pusat Bandar Damansara,

Kuala Lumpur 50490"
440796,Ernst & Young Consulting Sdn Bhd,"Jalan Damanlela, Pusat Bandar Damansara, 50490 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ernst-n-young-consulting-440796,811619-M,175,4.0686,/companies/440796/company-reviews/summary,/companies/440796/company-reviews,4649,"Jalan Damanlela, Pusat Bandar Damansara, 50490 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,,Accounting/Audit/Tax Services,https://www.ey.com/en_my/careers,"Level 23A Menara Milenium, Wilayah Persekutuan, Malaysia, Jalan Damanlela, Damansara Town Centre, 50490 Kuala Lumpur, Federal Territory of Kuala Lumpur",,,,,0,0,0,0,0,0,1,0,
,Eskayef Pharmaceuticals Limited,"Plot 82, Road 14, Block B, Banani, Dhaka 1213, Bangladesh.",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,
456051,ESL Gaming Pte. Ltd.,,esl-gaming-pte-ltd-1299362,201719439H,0,0,/companies/1299362/company-reviews/summary,/companies/1299362/company-reviews,163042,,,,Exhibitions/Event management/MICE,,,,,,,0,0,0,1,0,0,0,0,
,ESPIRIT ESTATE AGENT,"42A, Jalan Susur Idaman, Nusa Idaman",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
652442,eTiQa Insurance Bhd,121&121A Jalan SS 17/A Subang Jaya Petaling Jaya 47500,etiqa-insurance-652442,,18,3.9444,/companies/652442/company-reviews/summary,/companies/652442/company-reviews,81389,121&121A Jalan SS 17/A Subang Jaya Petaling Jaya 47500,1.322083,103.882659,Insurance,,"Bangunan Etiqa, 18 & 20 Jalan Susur 1, Off Jalan Tun Abdul Razak, 80000 Johor Bahru",,,,,0,0,0,0,0,0,1,0,
,ETRACKING SDN BHD,"Indahpura, Kulai, Johor",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
,EUREKAISM SDN BHD,"#0224,Wisma SP Setia, Jalan Indah 15, Taman Bukit Indah, Johor Bahru, 81200, Johor, Malaysia.",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
,EV Connection Sdn Bhd,"Unit B716, Block B, 7th Floor, Kelana Square, No. 17 Jalan SS7/26, Kelana Jaya, 47301 Petaling Jaya, Selangor. 47301 Selangor Malaysia.",,,,,,,,,,,,,,03-7887 2912,,Lee Yuen How,,0,0,0,0,1,0,0,0,
,Ever AI Holdings Sdn Bhd,"12, Jalan Anggerik Aranda 31/170C, Kota Kemuning, 40460 Shah Alam, Selangor",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,
1.60387E+14,Everbex Technologies Sdn Bhd,"No.16A, Jalan Flora Utama 3, Taman Flora Utama",everbex-technologies-160386589882326,1014811-V,0,0,/companies/160386589882326/company-reviews/summary,/companies/160386589882326/company-reviews,196003,,,,Computer/Information Technology (Hardware),https://www.everbex.asia,,,,,,0,0,0,0,0,0,1,0,
998386,EVOQUE ADVISORY SDN. BHD.,,evoque-advisory-998386,1032162-D,2,5,/companies/998386/company-reviews/summary,/companies/998386/company-reviews,110226,,,,Consulting (Business & Management),,"NO 32A-3 JALAN PJU5/20D THE STRAND PUSAT PERDAGANGANG KOTA DAMANSARA, KOTA DAMANSARA PJU 5 47810 PETALING JAYA SELANGOR.",,,,,0,0,0,0,0,1,0,0,
447393,Exis Tech Sdn Bhd,"Lot 26209 Jalan TJ 2/2, Tuanku Jaafar Industrial Park, 71450 Seremban, Negeri Sembilan",exis-tech-447393,574025-U,16,4,/companies/447393/company-reviews/summary,/companies/447393/company-reviews,25905,"Lot 26209 Jalan TJ 2/2, Tuanku Jaafar Industrial Park, 71450 Seremban, Negeri Sembilan",,,Heavy Industrial/Machinery/Equipment,http://www.exis-tech.com,,06-6777420,hr_admin@exis-tech.com,MW Yong,HRA Executive,0,0,0,0,1,0,0,0,
1306068,Experior Technology Sdn Bhd,"210 Lebuh Kampung Jawa, Phase 3, Free Trade Zone",experior-technology-1306068,1110451-W,1,4,/companies/1306068/company-reviews/summary,/companies/1306068/company-reviews,164505,"210 Lebuh Kampung Jawa, Phase 3, Free Trade Zone",,,Semiconductor/Wafer Fabrication,https://experior.my,,,,,,0,0,0,0,0,0,0,1,
447263,Extreme Broadband Sdn. Bhd.,"34B, Jalan Diplomatik 3/1, Presint 15, Putrajaya 62050 Selangor",extreme-broadband-447263,690597-U,19,3.8947,/companies/447263/company-reviews/summary,/companies/447263/company-reviews,25441,"34B, Jalan Diplomatik 3/1, Presint 15, Putrajaya 62050 Selangor",2.943922,101.723054,Telecommunication,,,"03-88888188,",halilah@extremebb.net,Ms. Halilah bt Aripin,,0,0,0,0,1,0,0,0,
,EYINTERESTING DESIGN,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
1.63E+14,FAJIN SERVICES SDN. BHD.,,fajin-services-163410623750632,908960-U,0,0,/companies/163410623750632/company-reviews/summary,/companies/163410623750632/company-reviews,223041,,,,Manufacturing/Production,,,,,,,1,0,0,0,0,0,0,0,"203-C/3 Jln Kenanga 3/29A Tmn Kenanga Gajah Berang MELAKA, Melaka, 75200 Malaysia"
456861,FAMSY SDN. BHD.,"Kg Subang, Seksyen U9 Shah Alam",famsy-1294471,1303482-P,15,3.9333,/companies/1294471/company-reviews/summary,/companies/1294471/company-reviews,161932,"Kg Subang, Seksyen U9 Shah Alam",,,Arts/Design/Fashion,http://www.famsy.my,,,,,,0,0,0,1,0,0,0,0,
,FAR TECH SOLUTIONS SDN BHD,"20­16, MENARA FLEXUS, NO.92, JALAN KUCHING, 51200 KUALA LUMPUR W.P. KUALA LUMPUR MALAYSIA",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
456924,FASHIONABLY KL (M) SDN. BHD.,Plaza 138 Jalan Ampang Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia,fashionably-kl-m-1013231,570966-P,2,2,/companies/1013231/company-reviews/summary,/companies/1013231/company-reviews,100685,Plaza 138 Jalan Ampang Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia,3.158968,101.707946,Arts/Design/Fashion,,,,,,,0,0,0,1,0,0,0,0,
1.65726E+14,Fastfit Motorsport,"17, Persiaran Mewah, Bandar Tun Razak, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur.",fastfit-motorsport-165726131583506,,0,0,/companies/165726131583506/company-reviews/summary,/companies/165726131583506/company-reviews,264554,,,,Repair & Maintenance Services,,,,,,,0,0,0,0,0,0,1,0,
458407,FAVE ASIA SDN BHD,Bangsar South Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia,fave-asia-472922,1047015-U,52,4.4808,/companies/472922/company-reviews/summary,/companies/472922/company-reviews,95048,Bangsar South Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia,,,Banking/Financial Services,http://www.fave.com,,,,,,0,0,0,1,0,0,0,0,
441336,Favelle Favco Cranes (M) Sdn Bhd,"Lot 42, Persiaran Bunga Tanjung 2, Senawang Industrial Park, Seremban 70400 Negeri Sembilan",favelle-favco-cranes-m-441336,351073-T,67,3.5821,/companies/441336/company-reviews/summary,/companies/441336/company-reviews,6355,"Lot 42, Persiaran Bunga Tanjung 2, Senawang Industrial Park, Seremban 70400 Negeri Sembilan",,,Heavy Industrial/Machinery/Equipment,http://www.favellefavco.com./,,606-6768886,angus@favellefavco.com.my,Mr. Angus Chong Voon Choon,,1,0,0,0,1,0,0,0,
,FEDERAL AGRICULTURAL MARKETING AUTHORITY (FAMA),"Lot 73, Jalan Usaha 12, Kawasan Perindustrian Ayer Keroh",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
,"FEIRAN TECHNOLOGY SDN BHD, DAMANSARA",,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
1311506,FESTER AUTOMATION SDN BHD,"No. 25-1, Tingkat 1, Jalan SP3/1, Taman Saujana Puchong, 47100, Selangor Darul Ehsan, Malaysia.",fester-automation-1311506,,1,5,/companies/1311506/company-reviews/summary,/companies/1311506/company-reviews,165694,,,,Others,,,603-80514641,saiful.samat@fester-automation.com,Saiful Nizam bin Samat,Technical & Operation Director,0,0,0,0,1,0,0,0,
440077,Fiberail Sdn Bhd,"7th Floor, Wisma TM, Jalan Desa Utama, Pusat Bandar Taman Desa, 58100 Kuala Lumpu",fiberail-440077,190730-W,16,4.5625,/companies/440077/company-reviews/summary,/companies/440077/company-reviews,2142,"7th Floor, Wisma TM, Jalan Desa Utama, Pusat Bandar Taman Desa, 58100 Kuala Lumpu",,,Telecommunication,https://www.fiberail.com.my/,,,,,,1,0,0,0,0,0,0,0,
,"FILAMEN DIGITAL ART GALLERY, KL",,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
454932,Filtermation (Mfg) Sdn Bhd,"Lot 102 Jalan Dua Kawasan Perindustrian Olak Lempit, 42700 Banting, Selangor, Malaysia",filtermation-mfg-454932,268775-T,26,2.8077,/companies/454932/company-reviews/summary,/companies/454932/company-reviews,49619,"Lot 102 Jalan Dua Kawasan Perindustrian Olak Lempit, 42700 Banting, Selangor, Malaysia",2.833041,101.608579,Manufacturing/Production,,,,,,,1,0,0,0,0,0,0,0,
,FINDBULOUS TECHNOLOGY SDN BHD,"7A, Jalan Maju, Taman Maju, 83000 Batu Pahat, Johor, Malaysia.",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
440752,FINEXUS SDN BHD,"FINEXUS Campus #1, Jalan Pangkor, Titiwangsa Sentral, 53000 Kuala Lumpur, Malaysia.",finexus-440752,515271-A,122,3.4672,/companies/440752/company-reviews/summary,/companies/440752/company-reviews,4480,"FINEXUS Campus #1, Jalan Pangkor, Titiwangsa Sentral, 53000 Kuala Lumpur, Malaysia.",,,Computer/Information Technology (Software),http://www.finexusgroup.com,"Finexus@City Center, Level 29 Menara KH, Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia.",,,,,0,0,0,0,0,0,1,1,
,FIREZETTA SDN BHD,"B-21-13A, Pinnacle Petaling Jaya, Jalan Utara C, 46200 Petaling Jaya, Selangor, Malaysia",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
451237,FIRMUS SDN BHD,"S-26-02, Menara YNH, Kiara 163, Jalan Kiara, 50480 Kuala Lumpur, Malaysia",firmus-451237,802452-M,30,4.7667,/companies/451237/company-reviews/summary,/companies/451237/company-reviews,38203,"S-26-02, Menara YNH, Kiara 163, Jalan Kiara, 50480 Kuala Lumpur, Malaysia",,,Computer/Information Technology (Software),http://www.firmussec.com,"Level 15, Hampshire Place, 157 Hampshire, Jalan Mayang Sari 50450 Kuala Lumpur",,,,,0,0,0,0,0,0,1,0,
458468,Fiscal Wise Sdn Bhd,,fiscal-wise-617501,692270-U,0,0,/companies/617501/company-reviews/summary,/companies/617501/company-reviews,19309,,,,Consulting (Business & Management),,,,,,,0,0,0,1,0,0,0,0,
1315309,Flextronics sham alam,"Lot Plo 226, Jalan Cyber 1, Kawasan Perindustrian Senai III, 81400 Senai, Johor",flextronics-sham-alam-1315309,,5,5,/companies/1315309/company-reviews/summary,/companies/1315309/company-reviews,166593,,,,Others,,,,,,,0,0,0,0,0,0,1,0,
1.62E+14,Flextronics Technology (Penang) Sdn. Bhd. (Plant 1),,flextronics-technology-penang-plant-1-161648038166138,,0,0,/companies/161648038166138/company-reviews/summary,/companies/161648038166138/company-reviews,204952,,,,Others,,,,,,,1,0,0,0,0,0,0,0,"Mukim 6 1088 Tingkat Perusahaan 6 Kawasan Perusahaan Perai IV Perai, Pulau Pinang"
,FLUX 28 STUDIO,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
1.64E+14,FM TAX ADVISORY,"No 122 TINGKAT 1, JALAN MEWAH, 72100 BAHAU, NEGERI SEMBILAN",fm-tax-advisory-163846241637109,,0,0,/companies/163846241637109/company-reviews/summary,/companies/163846241637109/company-reviews,231361,,,,Others,,,,,,,0,0,1,0,0,0,0,0,
458876,FOODABOX DOT COM SDN. BHD.,Selangor,foodabox-dot-com-157467534746357,1216083-P,1,3,/companies/157467534746357/company-reviews/summary,/companies/157467534746357/company-reviews,179453,Selangor,,,Manufacturing/Production,http://foodabox.com,,,,,,0,0,0,1,0,0,0,0,
441646,Fook Huat Plastic Industries (M) Sdn Bhd,"Lot 94-B & 95-B, Jalan Usaha 12,  Air Keroh Industrial Estate, 75450 Melaka, Malaysia.",fook-huat-plastic-industries-m-441646,49933-W,6,3.1667,/companies/441646/company-reviews/summary,/companies/441646/company-reviews,7337,"Lot 94-B & 95-B, Jalan Usaha 12,  Air Keroh Industrial Estate, 75450 Melaka, Malaysia.",2.258151,102.293498,Manufacturing/Production,,,,,,,1,0,0,0,0,0,0,0,
,FOONG LOONG ELECTRICAL SDN BHD,"NO 636, Jalan Nenas 1, Taman Rahang, 70100 Seremban, Negeri Sembilan",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,
828251,FootfallCam,51-2 Jalan SL 1/4 Bandar Sungai Long Kajang Selangor Malaysia,footfallcam-828251,1199641-A,145,3.4828,/companies/828251/company-reviews/summary,/companies/828251/company-reviews,104517,51-2 Jalan SL 1/4 Bandar Sungai Long Kajang Selangor Malaysia,,,Computer/Information Technology (Software),,,,,,,0,0,0,0,0,0,0,1,
459417,FOREFRONT,"D9-3A, Dana 1, Commercial Centre, Jalan PJU 1A/46, 47301 Petaling Jaya, Selangor, Malaysia.",forefront-444464,667063-V,14,4,/companies/444464/company-reviews/summary,/companies/444464/company-reviews,16034,"D9-3A, Dana 1, Commercial Centre, Jalan PJU 1A/46, 47301 Petaling Jaya, Selangor, Malaysia.",,,Advertising/Marketing/Promotion/PR,http://theforefronteers.com/,,,,,,0,0,0,1,0,0,0,0,
617625,Freescale (for Quiz Competition/Contest),c/o Freescale Seminconductor Malaysia Sdn Bhd  Petaling Jaya 47300,freescale-for-quiz-competition-contest-617625,,0,0,/companies/617625/company-reviews/summary,/companies/617625/company-reviews,19576,c/o Freescale Seminconductor Malaysia Sdn Bhd  Petaling Jaya 47300,,,Semiconductor/Wafer Fabrication,,,603-76692858,azlinda.h@nxp.com,Azlinda Engku Abdul Halim,,0,0,0,0,1,0,0,0,
1.63488E+14,FRESH FUTURES MALAYSIA,Fresh futures sdn bhd 45 jalan 14/20 petaling jaya 46100 selangor malaysia,fresh-futures-malaysia-163488377339539,1076574-X,0,0,/companies/163488377339539/company-reviews/summary,/companies/163488377339539/company-reviews,224584,,,,Education,,,,,,,0,0,0,0,0,0,1,0,
448505,FrieslandCampina Service Centre Asia Pacific Sdn Bhd,"Quill 9, Petaling Jaya, Selangor, Malaysia",frieslandcampina-service-centre-asia-pacific-448505,660326-A,35,2.3143,/companies/448505/company-reviews/summary,/companies/448505/company-reviews,29395,"Quill 9, Petaling Jaya, Selangor, Malaysia",,,Consumer Products/FMCG,https://www.frieslandcampina.com/en/,,,,,,0,0,0,0,0,1,0,0,
1.64968E+14,FTS COMPUTER SHOP SDN. BHD.,"36-1, Jalan pegaga, Taman Merdeka, Batu Berendam, 75350 Melaka",fts-computer-shop-164967618515896,750914-V,0,0,/companies/164967618515896/company-reviews/summary,/companies/164967618515896/company-reviews,253768,,,,Retail/Merchandise,,,,,,,0,0,0,0,0,0,1,0,
469685,Full Hos Solution Sdn Bhd,"DT 3946-1, Jalan Angsa Mas 1, Taman Angsa Mas, Durian Tunggal, - 76100",full-hos-solution-469685,1112937-M,0,0,/companies/469685/company-reviews/summary,/companies/469685/company-reviews,91238,"DT 3946-1, Jalan Angsa Mas 1, Taman Angsa Mas, Durian Tunggal, - 76100",2.189081,102.254057,Computer/Information Technology (Software),http://www.fullhos.com.my,"NO.27, JALAN LAGENDA 9, TAMAN 1 LAGENDA, 75400 MELAKA.",,,,,0,0,0,0,0,0,1,0,
450968,Fusionex,"Level 12, Tower A, Plaza 33, Jalan Kemajuan, Section 13, 46200 Petaling Jaya, Selangor, Malaysia",fusionex-450968,200701887N,42,4.0714,/companies/450968/company-reviews/summary,/companies/450968/company-reviews,37249,"Level 12, Tower A, Plaza 33, Jalan Kemajuan, Section 13, 46200 Petaling Jaya, Selangor, Malaysia",,,Computer/Information Technology (Software),https://www.fusionexgroup.com/,,,,,,0,0,0,0,0,0,1,1,
,Futurise Sdn Bhd,"Block 3710 Persiaran Apec, Cyber 8, 63000 Cyberjaya, Selangor.",,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,
1.66912E+14,GAINSYS SOLUTION,"12A, Jalan Permas 1/6",gainsys-solution-166911627328097,JM0545241-U,0,0,/companies/166911627328097/company-reviews/summary,/companies/166911627328097/company-reviews,309563,"12A, Jalan Permas 1/6",,,Computer/Information Technology (Hardware),http://www.gainsys.com.my/blog,,,,,,0,0,0,0,0,0,1,0,
459985,GAMECONOMY SDN. BHD.,"D-07-08, Menara Suezcap 1, KL Gateway, No. 2, Jalan Kerinch, 59200 Bangsar South, Kuala Lumpur.",gameconomy-164760269364828,1331477-H,0,0,/companies/164760269364828/company-reviews/summary,/companies/164760269364828/company-reviews,250360,"D-07-08, Menara Suezcap 1, KL Gateway, No. 2, Jalan Kerinch, 59200 Bangsar South, Kuala Lumpur.",,,Computer/Information Technology (Software),,,,,,,0,0,0,1,0,0,0,0,
997584,GAMEKA SDN. BHD.,"D-53-1, 1st floor, Jaya ONE,  72A, Jalan University 46200 Petaling Jaya, Selangor, Malaysia",gameka-997584,935693-A,25,2.44,/companies/997584/company-reviews/summary,/companies/997584/company-reviews,109957,"D-53-1, 1st floor, Jaya ONE,  72A, Jalan University 46200 Petaling Jaya, Selangor, Malaysia",,,Computer/Information Technology (Software),http://gameka.my/,"Suite B-7-7,  Level 7,
Tower B (Wisma Pantai) Plaza Pantai,
No. 5, Jalan 4/83A,
Kampung Kerinchi,
59200 Kuala Lumpur",,,,,0,0,0,1,0,0,0,1,
609990,GAMUDA BERHAD,"Menara Gamuda
D-16-01, Block D,
PJ Trade Centre
No. 8, Jalan PJU 8/8A
Bandar Damansara Perdana
47820 Petaling Jaya
Selangor Darul Ehsan, Malaysia",gamuda-berhad-609990,29579-T,203,4.1133,/companies/609990/company-reviews/summary,/companies/609990/company-reviews,2547,"Menara Gamuda
D-16-01, Block D,
PJ Trade Centre
No. 8, Jalan PJU 8/8A
Bandar Damansara Perdana
47820 Petaling Jaya
Selangor Darul Ehsan, Malaysia",,,Construction/Building/Engineering,http://www.gamuda.com.my,,,,,,0,0,0,0,0,0,0,1,
1.56326E+14,GAN HONG HUAT,"287-G, Jalan Haruan 5/7, Pusat Komersial Oakland 2, 70300 Seremban Negeri Sembilan",gan-hong-huat-156326396860640,NS0011309-W,0,0,/companies/156326396860640/company-reviews/summary,/companies/156326396860640/company-reviews,171181,"287-G, Jalan Haruan 5/7, Pusat Komersial Oakland 2, 70300 Seremban Negeri Sembilan",,,Insurance,,,,,,,0,0,0,0,0,1,0,0,
461115,GARIS TEKNOKRAT SDN. BHD.,,garis-teknokrat-162973563540747,1249589-W,0,0,/companies/162973563540747/company-reviews/summary,/companies/162973563540747/company-reviews,216004,,,,Agricultural/Plantation/Poultry/Fisheries,,,,,,,0,0,0,1,0,0,0,0,
,"Gas & New Energy Business, Petroliam Nasional Berhad (Petronas)","Level 13, Tower 2, Petronas Twin Towers, 50088, Kuala Lumpur.",,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,
441833,GAS MALAYSIA BERHAD,"No. 5, Jalan Serendah 26/17, Seksyen 26, 40000 Shah Alam, Selangor Darul Ehsan",gas-malaysia-berhad-441833,240409-T,47,4.2553,/companies/441833/company-reviews/summary,/companies/441833/company-reviews,8046,"No. 5, Jalan Serendah 26/17, Seksyen 26, 40000 Shah Alam, Selangor Darul Ehsan",,,Oil/Gas/Petroleum,http://www.gasmalaysia.com,,,,,,0,0,0,0,0,1,0,0,
439807,GES Manufacturing Services (M) Sdn Bhd,"PLO 34, Jalan Perindustrian, Kawasan Perindustrian Senai 2, 81400 Senai, Johor",ges-manufacturing-services-m-439807,194451-H,26,3.2308,/companies/439807/company-reviews/summary,/companies/439807/company-reviews,1187,"PLO 34, Jalan Perindustrian, Kawasan Perindustrian Senai 2, 81400 Senai, Johor",1.621009,103.660506,Manufacturing/Production,,,,kiannyiap.kang@venture.com.sg,Kang Kian Nyiap, Chua Bun Hooi,1,0,0,0,0,0,0,0,
,Get Hyred Sdn Bhd,"Level 8 & 9, Menara UAC, No. 12, Jalan PJU 7/5 Mutiara Damansara, 
47800, Petaling Jaya, Selangor",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,
,GH COMPUTER TECHNOLOGY DN BHD,"37-1 JALAN DAUD, 84000 MUAR JOHOR",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
616564,GHL Systems Berhad,"No. C-G-15, Block C, Jalan Dataran SD1, Dataran SD, PJU 9, Bandar Sri Damansara, 52200 Kuala Lumpur, Malaysia.",ghl-systems-berhad-616564,1.99E+11,19,3.6842,/companies/616564/company-reviews/summary,/companies/616564/company-reviews,17294,"No. C-G-15, Block C, Jalan Dataran SD1, Dataran SD, PJU 9, Bandar Sri Damansara, 52200 Kuala Lumpur, Malaysia.",,,Banking/Financial Services,http://www.ghl.com,,,,,,0,0,0,0,0,0,0,1,
,GlobeOSS Sdn Bhd.,"Unit No. 3B-08-01, Level 8, Tower 3B,
UOA Business Park Shah Alam,
No.1 Jalan Pengaturcara U1/51A, Seksyen U1,
40150 Shah Alam, Selangor, Malaysia.",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,
